Zone,Accuracy,AUC,AP,Count,Positive Samples
Total,0.6812286689419795,0.7081648786595783,0.4201413891983616,1465.0,333.0
Transitional plain zone of Inland drainage,0.6377245508982036,0.690297428158209,0.38718046457580335,668.0,155.0
Semi arid eastern plain,0.716,0.689992659652557,0.4654218084889148,250.0,67.0
Transitional plain zone of Luni Basin,0.90625,0.7458563535911602,0.2794757383312177,192.0,11.0
Flood prone eastern plain,0.5769230769230769,0.7615974183138363,0.7169868383570972,104.0,37.0
Sub humid southern plain and alluvial hill,0.6888888888888889,0.5734265734265734,0.18949389255803412,90.0,13.0
South eastern humid plain,0.7049180327868853,0.6356589147286821,0.46140654290994443,61.0,18.0
Arid Western Plain and Hyper Arid Partial irrigated,0.5283018867924528,0.5980769230769231,0.37076113751381884,53.0,13.0
Southern humid plain,0.575,0.6742424242424243,0.6239902082172614,40.0,18.0
Irrigated North Western Plain,0.42857142857142855,0.0,0.14285714285714285,7.0,1.0
